burst_id,burst_ts_anchor,minute_offset,cum_pct_abs,cum_pct_signed,price_close,anchor_price,volume,is_zero_vol,is_rth_bar,in_stat_window
7,2026-02-17T09:00:00+00:00,55,0.2349,0.2349,76.8,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,60,0.509,0.509,77.01,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,65,0.5612,0.5612,77.05,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,70,0.5351,0.5351,77.03,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,75,0.4568,0.4568,76.97,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,80,0.5221,0.5221,77.02,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,85,0.4437,0.4437,76.96,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,90,0.6265,0.6265,77.1,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,95,0.757,0.757,77.2,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,100,0.7831,0.7831,77.22,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,105,0.8222,0.8222,77.25,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,110,0.77,0.77,77.21,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,115,0.8353,0.8353,77.26,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,120,0.9005,0.9005,77.31,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,125,1.2138,1.2138,77.55,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,130,1.2399,1.2399,77.57,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,135,1.1616,1.1616,77.51,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,140,1.1616,1.1616,77.51,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,145,1.1355,1.1355,77.49,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,150,1.3573,1.3573,77.66,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,155,1.5401,1.5401,77.8,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,160,1.5009,1.5009,77.77,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,165,1.5531,1.5531,77.81,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,170,1.4879,1.4879,77.76,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,175,1.1224,1.1224,77.48,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,180,1.2268,1.2268,77.56,76.62,0,True,False,False
8,2026-02-17T15:00:00+00:00,-180,1.865,1.865,77.56,76.14,0,True,False,False
8,2026-02-17T15:00:00+00:00,-175,1.7468,1.7468,77.47,76.14,0,True,False,False
