burst_id,burst_ts_anchor,minute_offset,cum_pct_abs,cum_pct_signed,price_close,anchor_price,volume,is_zero_vol,is_rth_bar,in_stat_window
1,2026-02-02T18:45:00+00:00,0,0.0,0.0,74.79,74.79,4880342,False,True,True
1,2026-02-02T18:45:00+00:00,5,0.3075,-0.3075,74.56,74.79,106183,False,True,True
1,2026-02-02T18:45:00+00:00,10,0.1471,-0.1471,74.68,74.79,44421,False,True,True
1,2026-02-02T18:45:00+00:00,15,0.2246,-0.2246,74.622,74.79,65690,False,True,True
1,2026-02-02T18:45:00+00:00,20,0.2942,-0.2942,74.57,74.79,41514,False,True,True
1,2026-02-02T18:45:00+00:00,25,0.2006,-0.2006,74.64,74.79,26552,False,True,True
1,2026-02-02T18:45:00+00:00,30,0.0669,-0.0669,74.74,74.79,50039,False,True,True
1,2026-02-02T18:45:00+00:00,35,0.2674,0.2674,74.99,74.79,49541,False,True,False
1,2026-02-02T18:45:00+00:00,40,0.5883,0.5883,75.23,74.79,93102,False,True,False
1,2026-02-02T18:45:00+00:00,45,0.361,0.361,75.06,74.79,46905,False,True,False
1,2026-02-02T18:45:00+00:00,50,0.2407,0.2407,74.97,74.79,14876,False,True,False
1,2026-02-02T18:45:00+00:00,55,0.2139,0.2139,74.95,74.79,18391,False,True,False
1,2026-02-02T18:45:00+00:00,60,0.2273,0.2273,74.96,74.79,20576,False,True,False
1,2026-02-02T18:45:00+00:00,65,0.2942,0.2942,75.01,74.79,58716,False,True,False
1,2026-02-02T18:45:00+00:00,70,0.361,0.361,75.06,74.79,45716,False,True,False
1,2026-02-02T18:45:00+00:00,75,0.488,0.488,75.155,74.79,114779,False,True,False
1,2026-02-02T18:45:00+00:00,80,0.6017,0.6017,75.24,74.79,23777,False,True,False
1,2026-02-02T18:45:00+00:00,85,0.595,0.595,75.235,74.79,13718,False,True,False
1,2026-02-02T18:45:00+00:00,90,0.6017,0.6017,75.24,74.79,22342,False,True,False
1,2026-02-02T18:45:00+00:00,95,0.4145,0.4145,75.1,74.79,45868,False,True,False
1,2026-02-02T18:45:00+00:00,100,0.5482,0.5482,75.2,74.79,61496,False,True,False
1,2026-02-02T18:45:00+00:00,105,0.6141,0.6141,75.2493,74.79,30211,False,True,False
1,2026-02-02T18:45:00+00:00,110,0.5883,0.5883,75.23,74.79,25415,False,True,False
1,2026-02-02T18:45:00+00:00,115,0.5883,0.5883,75.23,74.79,43686,False,True,False
1,2026-02-02T18:45:00+00:00,120,0.6284,0.6284,75.26,74.79,43137,False,True,False
1,2026-02-02T18:45:00+00:00,125,0.6685,0.6685,75.29,74.79,105342,False,True,False
1,2026-02-02T18:45:00+00:00,130,0.722,0.722,75.33,74.79,296200,False,True,False
1,2026-02-02T18:45:00+00:00,135,0.7086,0.7086,75.32,74.79,0,True,False,False
1,2026-02-02T18:45:00+00:00,140,0.5764,0.5764,75.2211,74.79,0,True,False,False
1,2026-02-02T18:45:00+00:00,145,0.6284,0.6284,75.26,74.79,0,True,False,False
1,2026-02-02T18:45:00+00:00,150,0.5752,0.5752,75.2202,74.79,0,True,False,False
1,2026-02-02T18:45:00+00:00,155,0.6685,0.6685,75.29,74.79,0,True,False,False
1,2026-02-02T18:45:00+00:00,160,0.6953,0.6953,75.31,74.79,0,True,False,False
1,2026-02-02T18:45:00+00:00,165,0.6151,0.6151,75.25,74.79,0,True,False,False
1,2026-02-02T18:45:00+00:00,170,0.5883,0.5883,75.23,74.79,0,True,False,False
1,2026-02-02T18:45:00+00:00,175,0.6084,0.6084,75.245,74.79,0,True,False,False
1,2026-02-02T18:45:00+00:00,180,0.7488,0.7488,75.35,74.79,0,True,False,False
2,2026-02-02T18:45:00+00:00,0,0.0,0.0,74.79,74.79,4880342,False,True,True
2,2026-02-02T18:45:00+00:00,5,0.3075,-0.3075,74.56,74.79,106183,False,True,True
2,2026-02-02T18:45:00+00:00,10,0.1471,-0.1471,74.68,74.79,44421,False,True,True
2,2026-02-02T18:45:00+00:00,15,0.2246,-0.2246,74.622,74.79,65690,False,True,True
2,2026-02-02T18:45:00+00:00,20,0.2942,-0.2942,74.57,74.79,41514,False,True,True
2,2026-02-02T18:45:00+00:00,25,0.2006,-0.2006,74.64,74.79,26552,False,True,True
2,2026-02-02T18:45:00+00:00,30,0.0669,-0.0669,74.74,74.79,50039,False,True,True
2,2026-02-02T18:45:00+00:00,35,0.2674,0.2674,74.99,74.79,49541,False,True,False
2,2026-02-02T18:45:00+00:00,40,0.5883,0.5883,75.23,74.79,93102,False,True,False
2,2026-02-02T18:45:00+00:00,45,0.361,0.361,75.06,74.79,46905,False,True,False
2,2026-02-02T18:45:00+00:00,50,0.2407,0.2407,74.97,74.79,14876,False,True,False
2,2026-02-02T18:45:00+00:00,55,0.2139,0.2139,74.95,74.79,18391,False,True,False
2,2026-02-02T18:45:00+00:00,60,0.2273,0.2273,74.96,74.79,20576,False,True,False
2,2026-02-02T18:45:00+00:00,65,0.2942,0.2942,75.01,74.79,58716,False,True,False
2,2026-02-02T18:45:00+00:00,70,0.361,0.361,75.06,74.79,45716,False,True,False
2,2026-02-02T18:45:00+00:00,75,0.488,0.488,75.155,74.79,114779,False,True,False
2,2026-02-02T18:45:00+00:00,80,0.6017,0.6017,75.24,74.79,23777,False,True,False
2,2026-02-02T18:45:00+00:00,85,0.595,0.595,75.235,74.79,13718,False,True,False
2,2026-02-02T18:45:00+00:00,90,0.6017,0.6017,75.24,74.79,22342,False,True,False
2,2026-02-02T18:45:00+00:00,95,0.4145,0.4145,75.1,74.79,45868,False,True,False
2,2026-02-02T18:45:00+00:00,100,0.5482,0.5482,75.2,74.79,61496,False,True,False
2,2026-02-02T18:45:00+00:00,105,0.6141,0.6141,75.2493,74.79,30211,False,True,False
2,2026-02-02T18:45:00+00:00,110,0.5883,0.5883,75.23,74.79,25415,False,True,False
2,2026-02-02T18:45:00+00:00,115,0.5883,0.5883,75.23,74.79,43686,False,True,False
2,2026-02-02T18:45:00+00:00,120,0.6284,0.6284,75.26,74.79,43137,False,True,False
2,2026-02-02T18:45:00+00:00,125,0.6685,0.6685,75.29,74.79,105342,False,True,False
2,2026-02-02T18:45:00+00:00,130,0.722,0.722,75.33,74.79,296200,False,True,False
2,2026-02-02T18:45:00+00:00,135,0.7086,0.7086,75.32,74.79,0,True,False,False
2,2026-02-02T18:45:00+00:00,140,0.5764,0.5764,75.2211,74.79,0,True,False,False
2,2026-02-02T18:45:00+00:00,145,0.6284,0.6284,75.26,74.79,0,True,False,False
2,2026-02-02T18:45:00+00:00,150,0.5752,0.5752,75.2202,74.79,0,True,False,False
2,2026-02-02T18:45:00+00:00,155,0.6685,0.6685,75.29,74.79,0,True,False,False
2,2026-02-02T18:45:00+00:00,160,0.6953,0.6953,75.31,74.79,0,True,False,False
2,2026-02-02T18:45:00+00:00,165,0.6151,0.6151,75.25,74.79,0,True,False,False
2,2026-02-02T18:45:00+00:00,170,0.5883,0.5883,75.23,74.79,0,True,False,False
2,2026-02-02T18:45:00+00:00,175,0.6084,0.6084,75.245,74.79,0,True,False,False
2,2026-02-02T18:45:00+00:00,180,0.7488,0.7488,75.35,74.79,0,True,False,False
3,2026-02-02T18:45:00+00:00,0,0.0,0.0,74.79,74.79,4880342,False,True,True
3,2026-02-02T18:45:00+00:00,5,0.3075,-0.3075,74.56,74.79,106183,False,True,True
3,2026-02-02T18:45:00+00:00,10,0.1471,-0.1471,74.68,74.79,44421,False,True,True
3,2026-02-02T18:45:00+00:00,15,0.2246,-0.2246,74.622,74.79,65690,False,True,True
3,2026-02-02T18:45:00+00:00,20,0.2942,-0.2942,74.57,74.79,41514,False,True,True
3,2026-02-02T18:45:00+00:00,25,0.2006,-0.2006,74.64,74.79,26552,False,True,True
3,2026-02-02T18:45:00+00:00,30,0.0669,-0.0669,74.74,74.79,50039,False,True,True
3,2026-02-02T18:45:00+00:00,35,0.2674,0.2674,74.99,74.79,49541,False,True,False
3,2026-02-02T18:45:00+00:00,40,0.5883,0.5883,75.23,74.79,93102,False,True,False
3,2026-02-02T18:45:00+00:00,45,0.361,0.361,75.06,74.79,46905,False,True,False
3,2026-02-02T18:45:00+00:00,50,0.2407,0.2407,74.97,74.79,14876,False,True,False
3,2026-02-02T18:45:00+00:00,55,0.2139,0.2139,74.95,74.79,18391,False,True,False
3,2026-02-02T18:45:00+00:00,60,0.2273,0.2273,74.96,74.79,20576,False,True,False
3,2026-02-02T18:45:00+00:00,65,0.2942,0.2942,75.01,74.79,58716,False,True,False
3,2026-02-02T18:45:00+00:00,70,0.361,0.361,75.06,74.79,45716,False,True,False
3,2026-02-02T18:45:00+00:00,75,0.488,0.488,75.155,74.79,114779,False,True,False
3,2026-02-02T18:45:00+00:00,80,0.6017,0.6017,75.24,74.79,23777,False,True,False
3,2026-02-02T18:45:00+00:00,85,0.595,0.595,75.235,74.79,13718,False,True,False
3,2026-02-02T18:45:00+00:00,90,0.6017,0.6017,75.24,74.79,22342,False,True,False
3,2026-02-02T18:45:00+00:00,95,0.4145,0.4145,75.1,74.79,45868,False,True,False
3,2026-02-02T18:45:00+00:00,100,0.5482,0.5482,75.2,74.79,61496,False,True,False
3,2026-02-02T18:45:00+00:00,105,0.6141,0.6141,75.2493,74.79,30211,False,True,False
3,2026-02-02T18:45:00+00:00,110,0.5883,0.5883,75.23,74.79,25415,False,True,False
3,2026-02-02T18:45:00+00:00,115,0.5883,0.5883,75.23,74.79,43686,False,True,False
3,2026-02-02T18:45:00+00:00,120,0.6284,0.6284,75.26,74.79,43137,False,True,False
3,2026-02-02T18:45:00+00:00,125,0.6685,0.6685,75.29,74.79,105342,False,True,False
3,2026-02-02T18:45:00+00:00,130,0.722,0.722,75.33,74.79,296200,False,True,False
3,2026-02-02T18:45:00+00:00,135,0.7086,0.7086,75.32,74.79,0,True,False,False
3,2026-02-02T18:45:00+00:00,140,0.5764,0.5764,75.2211,74.79,0,True,False,False
3,2026-02-02T18:45:00+00:00,145,0.6284,0.6284,75.26,74.79,0,True,False,False
3,2026-02-02T18:45:00+00:00,150,0.5752,0.5752,75.2202,74.79,0,True,False,False
3,2026-02-02T18:45:00+00:00,155,0.6685,0.6685,75.29,74.79,0,True,False,False
3,2026-02-02T18:45:00+00:00,160,0.6953,0.6953,75.31,74.79,0,True,False,False
3,2026-02-02T18:45:00+00:00,165,0.6151,0.6151,75.25,74.79,0,True,False,False
3,2026-02-02T18:45:00+00:00,170,0.5883,0.5883,75.23,74.79,0,True,False,False
3,2026-02-02T18:45:00+00:00,175,0.6084,0.6084,75.245,74.79,0,True,False,False
3,2026-02-02T18:45:00+00:00,180,0.7488,0.7488,75.35,74.79,0,True,False,False
4,2026-02-04T15:35:00+00:00,-180,0.445,0.445,76.75,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-175,0.4581,0.4581,76.76,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-170,0.4973,0.4973,76.79,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-165,0.445,0.445,76.75,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-160,0.3272,0.3272,76.66,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-155,0.4057,0.4057,76.72,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-150,0.4581,0.4581,76.76,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-145,0.3664,0.3664,76.69,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-140,0.1603,0.1603,76.5325,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-135,0.301,0.301,76.64,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-130,0.2945,0.2945,76.635,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-125,0.1701,0.1701,76.54,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-120,0.0916,0.0916,76.48,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-115,0.0785,-0.0785,76.35,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-110,0.1178,-0.1178,76.32,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-105,0.1309,-0.1309,76.31,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-100,0.4057,-0.4057,76.1,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-95,0.3021,-0.3021,76.1792,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-90,0.2356,-0.2356,76.23,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-85,0.0654,0.0654,76.46,76.41,0,True,False,False
4,2026-02-04T15:35:00+00:00,-65,0.3664,0.3664,76.69,76.41,415724,False,True,False
4,2026-02-04T15:35:00+00:00,-60,0.2748,0.2748,76.62,76.41,84847,False,True,False
4,2026-02-04T15:35:00+00:00,-55,0.3926,0.3926,76.71,76.41,71919,False,True,False
4,2026-02-04T15:35:00+00:00,-50,0.5497,0.5497,76.83,76.41,150449,False,True,False
4,2026-02-04T15:35:00+00:00,-45,0.3861,0.3861,76.705,76.41,77824,False,True,False
4,2026-02-04T15:35:00+00:00,-40,0.157,0.157,76.53,76.41,63522,False,True,False
4,2026-02-04T15:35:00+00:00,-35,0.1309,0.1309,76.51,76.41,60385,False,True,False
4,2026-02-04T15:35:00+00:00,-30,0.3926,0.3926,76.71,76.41,41103,False,True,True
4,2026-02-04T15:35:00+00:00,-25,0.4188,0.4188,76.73,76.41,41764,False,True,True
4,2026-02-04T15:35:00+00:00,-20,0.4711,0.4711,76.77,76.41,35129,False,True,True
4,2026-02-04T15:35:00+00:00,-15,0.4747,0.4747,76.7727,76.41,274418,False,True,True
4,2026-02-04T15:35:00+00:00,-10,0.4581,0.4581,76.76,76.41,32356,False,True,True
4,2026-02-04T15:35:00+00:00,-5,0.1047,0.1047,76.49,76.41,102410,False,True,True
4,2026-02-04T15:35:00+00:00,0,0.0,0.0,76.41,76.41,64827,False,True,True
4,2026-02-04T15:35:00+00:00,5,0.3926,0.3926,76.71,76.41,60938,False,True,True
4,2026-02-04T15:35:00+00:00,10,0.2487,0.2487,76.6,76.41,46639,False,True,True
4,2026-02-04T15:35:00+00:00,15,0.445,0.445,76.75,76.41,30523,False,True,True
4,2026-02-04T15:35:00+00:00,20,0.2356,0.2356,76.59,76.41,45819,False,True,True
4,2026-02-04T15:35:00+00:00,25,0.0785,-0.0785,76.35,76.41,85829,False,True,True
4,2026-02-04T15:35:00+00:00,30,0.0654,0.0654,76.46,76.41,43774,False,True,True
4,2026-02-04T15:35:00+00:00,35,0.0393,-0.0393,76.38,76.41,114995,False,True,False
4,2026-02-04T15:35:00+00:00,40,0.1963,-0.1963,76.26,76.41,109386,False,True,False
4,2026-02-04T15:35:00+00:00,45,0.0916,-0.0916,76.34,76.41,34376,False,True,False
4,2026-02-04T15:35:00+00:00,50,0.0,0.0,76.41,76.41,44949,False,True,False
4,2026-02-04T15:35:00+00:00,55,0.2225,0.2225,76.58,76.41,45209,False,True,False
4,2026-02-04T15:35:00+00:00,60,0.2748,0.2748,76.62,76.41,64805,False,True,False
4,2026-02-04T15:35:00+00:00,65,0.157,0.157,76.53,76.41,39461,False,True,False
4,2026-02-04T15:35:00+00:00,70,0.2487,0.2487,76.6,76.41,39764,False,True,False
4,2026-02-04T15:35:00+00:00,75,0.5627,0.5627,76.84,76.41,39897,False,True,False
4,2026-02-04T15:35:00+00:00,80,0.6282,0.6282,76.89,76.41,21488,False,True,False
4,2026-02-04T15:35:00+00:00,85,0.7067,0.7067,76.95,76.41,35051,False,True,False
4,2026-02-04T15:35:00+00:00,90,0.7852,0.7852,77.01,76.41,25629,False,True,False
4,2026-02-04T15:35:00+00:00,95,0.7329,0.7329,76.97,76.41,20476,False,True,False
4,2026-02-04T15:35:00+00:00,100,0.6936,0.6936,76.94,76.41,27351,False,True,False
4,2026-02-04T15:35:00+00:00,105,0.6936,0.6936,76.94,76.41,16110,False,True,False
4,2026-02-04T15:35:00+00:00,110,2.4342,2.4342,78.27,76.41,1893999,False,True,False
4,2026-02-04T15:35:00+00:00,115,3.1017,3.1017,78.78,76.41,1754783,False,True,False
4,2026-02-04T15:35:00+00:00,120,3.5859,3.5859,79.15,76.41,600380,False,True,False
4,2026-02-04T15:35:00+00:00,125,2.8399,2.8399,78.58,76.41,407392,False,True,False
4,2026-02-04T15:35:00+00:00,130,2.6175,2.6175,78.41,76.41,718673,False,True,False
4,2026-02-04T15:35:00+00:00,135,2.8399,2.8399,78.58,76.41,110547,False,True,False
4,2026-02-04T15:35:00+00:00,140,3.0886,3.0886,78.77,76.41,70781,False,True,False
4,2026-02-04T15:35:00+00:00,145,3.0428,3.0428,78.735,76.41,90362,False,True,False
4,2026-02-04T15:35:00+00:00,150,3.0363,3.0363,78.73,76.41,83065,False,True,False
4,2026-02-04T15:35:00+00:00,155,3.0101,3.0101,78.71,76.41,60774,False,True,False
4,2026-02-04T15:35:00+00:00,160,2.7876,2.7876,78.54,76.41,83342,False,True,False
4,2026-02-04T15:35:00+00:00,165,3.0493,3.0493,78.74,76.41,48462,False,True,False
4,2026-02-04T15:35:00+00:00,170,3.2849,3.2849,78.92,76.41,100681,False,True,False
4,2026-02-04T15:35:00+00:00,175,3.37,3.37,78.985,76.41,118593,False,True,False
4,2026-02-04T15:35:00+00:00,180,3.3242,3.3242,78.95,76.41,104673,False,True,False
5,2026-02-10T23:50:00+00:00,-180,0.1283,-0.1283,77.86,77.96,591828,False,True,False
5,2026-02-10T23:50:00+00:00,-175,0.0641,0.0641,78.01,77.96,1207163,False,True,False
5,2026-02-10T23:50:00+00:00,-170,0.0385,0.0385,77.99,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-165,0.0898,-0.0898,77.89,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-160,0.1026,-0.1026,77.88,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-155,0.1411,-0.1411,77.85,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-150,0.1366,-0.1366,77.8535,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-145,0.1603,-0.1603,77.835,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-140,0.077,-0.077,77.9,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-135,0.0962,-0.0962,77.885,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-130,0.0641,-0.0641,77.91,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-125,0.0384,-0.0384,77.9301,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-120,0.0898,-0.0898,77.89,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-115,0.2181,-0.2181,77.79,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-110,0.077,-0.077,77.9,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-105,0.4425,-0.4425,77.615,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-95,0.0513,-0.0513,77.92,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-90,0.1411,-0.1411,77.85,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-85,0.3976,-0.3976,77.65,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-70,0.744,-0.744,77.38,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-65,0.0513,-0.0513,77.92,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-60,0.3976,-0.3976,77.65,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-50,0.0921,0.0921,78.0318,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-45,0.0449,-0.0449,77.925,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-40,0.0513,-0.0513,77.92,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-35,0.0898,0.0898,78.03,77.96,0,True,False,False
5,2026-02-10T23:50:00+00:00,-30,0.0513,-0.0513,77.92,77.96,0,True,False,True
5,2026-02-10T23:50:00+00:00,-20,0.1154,0.1154,78.05,77.96,0,True,False,True
5,2026-02-10T23:50:00+00:00,-15,0.0513,-0.0513,77.92,77.96,0,True,False,True
5,2026-02-10T23:50:00+00:00,-10,0.1154,0.1154,78.05,77.96,0,True,False,True
5,2026-02-10T23:50:00+00:00,-5,0.0128,-0.0128,77.95,77.96,0,True,False,True
5,2026-02-10T23:50:00+00:00,0,0.0,0.0,77.96,77.96,0,True,False,True
5,2026-02-10T23:50:00+00:00,5,0.1154,0.1154,78.05,77.96,0,True,False,True
6,2026-02-17T09:00:00+00:00,0,0.0,0.0,76.62,76.62,0,True,False,True
6,2026-02-17T09:00:00+00:00,5,0.1566,-0.1566,76.5,76.62,0,True,False,True
6,2026-02-17T09:00:00+00:00,10,0.0783,-0.0783,76.56,76.62,0,True,False,True
6,2026-02-17T09:00:00+00:00,15,0.0131,0.0131,76.63,76.62,0,True,False,True
6,2026-02-17T09:00:00+00:00,20,0.1697,0.1697,76.75,76.62,0,True,False,True
6,2026-02-17T09:00:00+00:00,25,0.2219,0.2219,76.79,76.62,0,True,False,True
6,2026-02-17T09:00:00+00:00,30,0.0261,0.0261,76.64,76.62,0,True,False,True
6,2026-02-17T09:00:00+00:00,35,0.0131,0.0131,76.63,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,40,0.0783,-0.0783,76.56,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,45,0.1175,0.1175,76.71,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,50,0.248,0.248,76.81,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,55,0.2349,0.2349,76.8,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,60,0.509,0.509,77.01,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,65,0.5612,0.5612,77.05,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,70,0.5351,0.5351,77.03,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,75,0.4568,0.4568,76.97,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,80,0.5221,0.5221,77.02,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,85,0.4437,0.4437,76.96,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,90,0.6265,0.6265,77.1,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,95,0.757,0.757,77.2,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,100,0.7831,0.7831,77.22,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,105,0.8222,0.8222,77.25,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,110,0.77,0.77,77.21,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,115,0.8353,0.8353,77.26,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,120,0.9005,0.9005,77.31,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,125,1.2138,1.2138,77.55,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,130,1.2399,1.2399,77.57,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,135,1.1616,1.1616,77.51,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,140,1.1616,1.1616,77.51,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,145,1.1355,1.1355,77.49,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,150,1.3573,1.3573,77.66,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,155,1.5401,1.5401,77.8,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,160,1.5009,1.5009,77.77,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,165,1.5531,1.5531,77.81,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,170,1.4879,1.4879,77.76,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,175,1.1224,1.1224,77.48,76.62,0,True,False,False
6,2026-02-17T09:00:00+00:00,180,1.2268,1.2268,77.56,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,0,0.0,0.0,76.62,76.62,0,True,False,True
7,2026-02-17T09:00:00+00:00,5,0.1566,-0.1566,76.5,76.62,0,True,False,True
7,2026-02-17T09:00:00+00:00,10,0.0783,-0.0783,76.56,76.62,0,True,False,True
7,2026-02-17T09:00:00+00:00,15,0.0131,0.0131,76.63,76.62,0,True,False,True
7,2026-02-17T09:00:00+00:00,20,0.1697,0.1697,76.75,76.62,0,True,False,True
7,2026-02-17T09:00:00+00:00,25,0.2219,0.2219,76.79,76.62,0,True,False,True
7,2026-02-17T09:00:00+00:00,30,0.0261,0.0261,76.64,76.62,0,True,False,True
7,2026-02-17T09:00:00+00:00,35,0.0131,0.0131,76.63,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,40,0.0783,-0.0783,76.56,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,45,0.1175,0.1175,76.71,76.62,0,True,False,False
7,2026-02-17T09:00:00+00:00,50,0.248,0.248,76.81,76.62,0,True,False,False
