burst_id,anchor_ts,minute_offset,cum_pct_abs,cum_pct_signed,series
14,2026-03-25T19:45:00+00:00,70,0.2378,0.2378,shifted_+24h
14,2026-03-25T19:45:00+00:00,75,0.2466,0.2466,shifted_+24h
14,2026-03-25T19:45:00+00:00,80,0.2113,0.2113,shifted_+24h
14,2026-03-25T19:45:00+00:00,85,0.2378,0.2378,shifted_+24h
14,2026-03-25T19:45:00+00:00,90,0.1782,0.1782,shifted_+24h
14,2026-03-25T19:45:00+00:00,95,0.2024,0.2024,shifted_+24h
14,2026-03-25T19:45:00+00:00,100,0.1937,0.1937,shifted_+24h
14,2026-03-25T19:45:00+00:00,105,0.1937,0.1937,shifted_+24h
14,2026-03-25T19:45:00+00:00,110,0.2157,0.2157,shifted_+24h
14,2026-03-25T19:45:00+00:00,115,0.2025,0.2025,shifted_+24h
14,2026-03-25T19:45:00+00:00,120,0.2357,0.2357,shifted_+24h
14,2026-03-25T19:45:00+00:00,125,0.2113,0.2113,shifted_+24h
14,2026-03-25T19:45:00+00:00,130,0.2025,0.2025,shifted_+24h
14,2026-03-25T19:45:00+00:00,135,0.2113,0.2113,shifted_+24h
14,2026-03-25T19:45:00+00:00,140,0.0132,0.0132,shifted_+24h
14,2026-03-25T19:45:00+00:00,145,0.0352,0.0352,shifted_+24h
14,2026-03-25T19:45:00+00:00,150,0.0044,-0.0044,shifted_+24h
14,2026-03-25T19:45:00+00:00,155,0.1331,0.1331,shifted_+24h
14,2026-03-25T19:45:00+00:00,160,0.1057,0.1057,shifted_+24h
14,2026-03-25T19:45:00+00:00,165,0.0264,0.0264,shifted_+24h
14,2026-03-25T19:45:00+00:00,170,0.1321,-0.1321,shifted_+24h
14,2026-03-25T19:45:00+00:00,175,0.0792,-0.0792,shifted_+24h
14,2026-03-25T19:45:00+00:00,180,0.0894,-0.0894,shifted_+24h
15,2026-04-08T20:10:00+00:00,-180,1.8656,-1.8656,shifted_+24h
15,2026-04-08T20:10:00+00:00,-175,1.4072,-1.4072,shifted_+24h
15,2026-04-08T20:10:00+00:00,-170,0.9345,-0.9345,shifted_+24h
15,2026-04-08T20:10:00+00:00,-165,0.8282,-0.8282,shifted_+24h
15,2026-04-08T20:10:00+00:00,-160,0.8443,-0.8443,shifted_+24h
15,2026-04-08T20:10:00+00:00,-155,0.8845,-0.8845,shifted_+24h
15,2026-04-08T20:10:00+00:00,-150,1.3992,-1.3992,shifted_+24h
15,2026-04-08T20:10:00+00:00,-145,1.3107,-1.3107,shifted_+24h
15,2026-04-08T20:10:00+00:00,-140,1.166,-1.166,shifted_+24h
15,2026-04-08T20:10:00+00:00,-135,1.0534,-1.0534,shifted_+24h
15,2026-04-08T20:10:00+00:00,-130,1.6645,-1.6645,shifted_+24h
15,2026-04-08T20:10:00+00:00,-125,2.0907,-2.0907,shifted_+24h
15,2026-04-08T20:10:00+00:00,-120,1.978,-1.978,shifted_+24h
15,2026-04-08T20:10:00+00:00,-115,1.166,-1.166,shifted_+24h
15,2026-04-08T20:10:00+00:00,-110,0.5789,-0.5789,shifted_+24h
15,2026-04-08T20:10:00+00:00,-105,1.5439,-1.5439,shifted_+24h
15,2026-04-08T20:10:00+00:00,-100,1.6806,-1.6806,shifted_+24h
15,2026-04-08T20:10:00+00:00,-95,1.3911,-1.3911,shifted_+24h
15,2026-04-08T20:10:00+00:00,-90,1.2705,-1.2705,shifted_+24h
15,2026-04-08T20:10:00+00:00,-85,1.0775,-1.0775,shifted_+24h
15,2026-04-08T20:10:00+00:00,-80,1.2383,-1.2383,shifted_+24h
15,2026-04-08T20:10:00+00:00,-75,0.8201,-0.8201,shifted_+24h
15,2026-04-08T20:10:00+00:00,-70,0.7317,-0.7317,shifted_+24h
15,2026-04-08T20:10:00+00:00,-65,0.3538,-0.3538,shifted_+24h
15,2026-04-08T20:10:00+00:00,-60,0.4463,-0.4463,shifted_+24h
15,2026-04-08T20:10:00+00:00,-55,0.0121,-0.0121,shifted_+24h
15,2026-04-08T20:10:00+00:00,-50,0.4262,0.4262,shifted_+24h
15,2026-04-08T20:10:00+00:00,-45,0.579,0.579,shifted_+24h
15,2026-04-08T20:10:00+00:00,-40,0.0161,-0.0161,shifted_+24h
15,2026-04-08T20:10:00+00:00,-35,0.0241,-0.0241,shifted_+24h
15,2026-04-08T20:10:00+00:00,-30,0.201,0.201,shifted_+24h
15,2026-04-08T20:10:00+00:00,-25,0.2091,0.2091,shifted_+24h
15,2026-04-08T20:10:00+00:00,-20,0.1767,0.1767,shifted_+24h
15,2026-04-08T20:10:00+00:00,-15,0.0965,0.0965,shifted_+24h
15,2026-04-08T20:10:00+00:00,-10,0.0322,0.0322,shifted_+24h
15,2026-04-08T20:10:00+00:00,-5,0.1205,-0.1205,shifted_+24h
15,2026-04-08T20:10:00+00:00,0,0.0,0.0,shifted_+24h
15,2026-04-08T20:10:00+00:00,5,0.1476,0.1476,shifted_+24h
15,2026-04-08T20:10:00+00:00,10,0.0804,0.0804,shifted_+24h
15,2026-04-08T20:10:00+00:00,15,0.1126,-0.1126,shifted_+24h
15,2026-04-08T20:10:00+00:00,20,0.008,0.008,shifted_+24h
15,2026-04-08T20:10:00+00:00,25,0.0643,0.0643,shifted_+24h
15,2026-04-08T20:10:00+00:00,30,0.193,0.193,shifted_+24h
15,2026-04-08T20:10:00+00:00,35,0.0643,0.0643,shifted_+24h
15,2026-04-08T20:10:00+00:00,40,0.0985,0.0985,shifted_+24h
15,2026-04-08T20:10:00+00:00,45,0.1126,0.1126,shifted_+24h
15,2026-04-08T20:10:00+00:00,50,0.1929,0.1929,shifted_+24h
15,2026-04-08T20:10:00+00:00,55,0.4302,0.4302,shifted_+24h
15,2026-04-08T20:10:00+00:00,60,0.4342,0.4342,shifted_+24h
15,2026-04-08T20:10:00+00:00,65,0.394,0.394,shifted_+24h
15,2026-04-08T20:10:00+00:00,70,0.2572,0.2572,shifted_+24h
15,2026-04-08T20:10:00+00:00,75,0.386,0.386,shifted_+24h
15,2026-04-08T20:10:00+00:00,80,0.4744,0.4744,shifted_+24h
15,2026-04-08T20:10:00+00:00,85,0.6433,0.6433,shifted_+24h
15,2026-04-08T20:10:00+00:00,90,0.6031,0.6031,shifted_+24h
15,2026-04-08T20:10:00+00:00,95,0.6763,0.6763,shifted_+24h
15,2026-04-08T20:10:00+00:00,100,0.579,0.579,shifted_+24h
15,2026-04-08T20:10:00+00:00,105,0.5807,0.5807,shifted_+24h
15,2026-04-08T20:10:00+00:00,110,0.6956,0.6956,shifted_+24h
15,2026-04-08T20:10:00+00:00,115,0.6431,0.6431,shifted_+24h
15,2026-04-08T20:10:00+00:00,120,0.7638,0.7638,shifted_+24h
15,2026-04-08T20:10:00+00:00,125,1.1338,1.1338,shifted_+24h
15,2026-04-08T20:10:00+00:00,130,1.2705,1.2705,shifted_+24h
15,2026-04-08T20:10:00+00:00,135,1.2455,1.2455,shifted_+24h
15,2026-04-08T20:10:00+00:00,140,1.367,1.367,shifted_+24h
15,2026-04-08T20:10:00+00:00,145,1.0695,1.0695,shifted_+24h
15,2026-04-08T20:10:00+00:00,150,0.9408,0.9408,shifted_+24h
15,2026-04-08T20:10:00+00:00,155,0.7398,0.7398,shifted_+24h
15,2026-04-08T20:10:00+00:00,160,0.7157,0.7157,shifted_+24h
15,2026-04-08T20:10:00+00:00,165,0.8363,0.8363,shifted_+24h
15,2026-04-08T20:10:00+00:00,170,0.8363,0.8363,shifted_+24h
15,2026-04-08T20:10:00+00:00,175,0.5548,0.5548,shifted_+24h
15,2026-04-08T20:10:00+00:00,180,0.6594,0.6594,shifted_+24h
