event_id,event_label,ts_utc,ts_et,minute_offset,open,high,low,close,volume,is_zero_vol,is_rth_bar,anchor_price,cum_pct_signed,cum_pct_abs
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T18:35:00Z,2026-03-04 13:35 ET,-90,91.16,91.17,90.98,91.09,175077,False,True,90.75,0.3747,0.3747
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T18:40:00Z,2026-03-04 13:40 ET,-85,91.1,91.24,91.04,91.19,166982,False,True,90.75,0.4849,0.4849
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T18:45:00Z,2026-03-04 13:45 ET,-80,91.2,91.44,91.2,91.27,212170,False,True,90.75,0.573,0.573
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T18:50:00Z,2026-03-04 13:50 ET,-75,91.27,91.31,90.88,90.96,246916,False,True,90.75,0.2314,0.2314
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T18:55:00Z,2026-03-04 13:55 ET,-70,90.94,91.1,90.88,91.07,116535,False,True,90.75,0.3471,0.3471
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T19:00:00Z,2026-03-04 14:00 ET,-65,91.07,91.07,90.49,90.59,260224,False,True,90.75,-0.1763,0.1763
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T19:05:00Z,2026-03-04 14:05 ET,-60,90.59,90.64,90.46,90.5,137688,False,True,90.75,-0.27,0.27
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T19:10:00Z,2026-03-04 14:10 ET,-55,90.51,90.84,90.47,90.71,227039,False,True,90.75,-0.0441,0.0441
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T19:15:00Z,2026-03-04 14:15 ET,-50,90.71,90.9,90.66,90.76,195814,False,True,90.75,0.011,0.011
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T19:20:00Z,2026-03-04 14:20 ET,-45,90.76,90.86,90.65,90.78,167693,False,True,90.75,0.0331,0.0331
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T19:25:00Z,2026-03-04 14:25 ET,-40,90.79,90.93,90.65,90.83,271529,False,True,90.75,0.0882,0.0882
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T19:30:00Z,2026-03-04 14:30 ET,-35,90.82,90.89,90.46,90.62,182325,False,True,90.75,-0.1432,0.1432
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T19:35:00Z,2026-03-04 14:35 ET,-30,90.63,90.67,90.51,90.54,95646,False,True,90.75,-0.2314,0.2314
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T19:40:00Z,2026-03-04 14:40 ET,-25,90.55,90.69,90.51,90.64,86751,False,True,90.75,-0.1212,0.1212
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T19:45:00Z,2026-03-04 14:45 ET,-20,90.66,90.79,90.63,90.65,84090,False,True,90.75,-0.1047,0.1047
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T19:50:00Z,2026-03-04 14:50 ET,-15,90.65,90.72,90.64,90.69,95491,False,True,90.75,-0.0606,0.0606
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T19:55:00Z,2026-03-04 14:55 ET,-10,90.69,90.74,90.58,90.62,139854,False,True,90.75,-0.1432,0.1432
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T20:00:00Z,2026-03-04 15:00 ET,-5,90.62,90.75,90.6,90.73,120124,False,True,90.75,-0.022,0.022
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T20:05:00Z,2026-03-04 15:05 ET,0,90.72,90.9,90.67,90.75,126836,False,True,90.75,0.0,0.0
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T20:10:00Z,2026-03-04 15:10 ET,5,90.75,90.83,90.74,90.77,66926,False,True,90.75,0.022,0.022
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T20:15:00Z,2026-03-04 15:15 ET,10,90.78,91.1,90.77,91.09,243145,False,True,90.75,0.3747,0.3747
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T20:20:00Z,2026-03-04 15:20 ET,15,91.09,91.32,91.03,91.28,236140,False,True,90.75,0.584,0.584
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T20:25:00Z,2026-03-04 15:25 ET,20,91.29,91.47,91.21,91.44,409452,False,True,90.75,0.7603,0.7603
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T20:30:00Z,2026-03-04 15:30 ET,25,91.45,91.59,91.38,91.47,377988,False,True,90.75,0.7934,0.7934
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T20:35:00Z,2026-03-04 15:35 ET,30,91.48,91.58,91.35,91.43,287656,False,True,90.75,0.7493,0.7493
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T20:40:00Z,2026-03-04 15:40 ET,35,91.42,91.49,91.27,91.47,299754,False,True,90.75,0.7989,0.7989
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T20:45:00Z,2026-03-04 15:45 ET,40,91.47,91.59,91.39,91.58,213263,False,True,90.75,0.9146,0.9146
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T20:50:00Z,2026-03-04 15:50 ET,45,91.57,91.57,91.36,91.42,331991,False,True,90.75,0.7383,0.7383
mar4_venezuela_oil,"Mar 4: Venezuela oil (""normal signal"")",2026-03-04T20:55:00Z,2026-03-04 15:55 ET,50,91.42,91.57,91.38,91.54,470232,False,True,90.75,0.8705,0.8705
