topic,asset,signal,window,mean,p,n,p_fdr,p_fdr_trim
tariff_trade,VXX,OFI_bvc,post,0.03802830669928767,0.0124,88,0.020767874632713026,0.030932166301969363
tariff_trade,VXX,vpin_z,pre,-0.32366566948824105,0.008,88,0.013874239350912778,0.021458823529411766
tariff_trade,VXX,vpin_z,post,-0.3374655773840945,0.0116,88,0.0194852652259332,0.02906373626373626
tariff_trade,SPY,logret,pre,4.393694591729158e-05,0.0072,92,0.012601842374616172,0.019730769230769232
tariff_trade,SPY,logret,post,-0.00011947903155837313,0.096,92,0.13411764705882354,0.1673394495412844
tariff_trade,SPY,vol_z,pre,-0.2134960466697766,0.0012000782750742598,92,0.0023889800353631948,0.004248724327902659
tariff_trade,SPY,vol_z,post,0.12800600701250198,0.4272,92,0.48635952063914784,0.5225407725321889
tariff_trade,SPY,dvol_z,pre,-0.21295302152370182,0.0012534949696942999,92,0.0024924144164851776,0.004424099893038705
tariff_trade,SPY,dvol_z,post,0.13038271387894013,0.4176,92,0.47797590361445785,0.5151567567567568
tariff_trade,SPY,signed_vol_tick,pre,371290.82608695654,0.0972,92,0.13557259380097877,0.16891463414634145
tariff_trade,SPY,signed_vol_tick,post,1049388.0760869565,0.1404,92,0.18859701492537315,0.22767567567567565
tariff_trade,SPY,OFI_bvc,pre,0.014973863088517602,0.066,92,0.09532094594594595,0.12254071661237786
tariff_trade,SPY,OFI_bvc,post,-0.03012811817048461,0.0348,92,0.05266194690265486,0.07071657754010695
tariff_trade,SPY,vpin_z,pre,-0.277062897455541,0.014,92,0.02295302013422819,0.033389121338912135
tariff_trade,SPY,vpin_z,post,-0.04778676937047583,0.7624,92,0.8027733990147783,0.8246072106261859
tariff_trade,QQQ,logret,pre,1.3716749263674419e-05,0.4552,89,0.5144692663582286,0.5502948038176034
tariff_trade,QQQ,logret,post,-2.5356785109309703e-05,0.9268,89,0.9383232682060391,0.9441930294906166
tariff_trade,QQQ,vol_z,pre,-0.12802819737809598,0.0012,89,0.0023889800353631948,0.004248724327902659
tariff_trade,QQQ,vol_z,post,-0.10469240515400398,0.0208,89,0.03275138121546961,0.0456
tariff_trade,QQQ,dvol_z,pre,-0.12730729053649384,0.0016,89,0.0030915254237288137,0.005317784256559767
tariff_trade,QQQ,dvol_z,post,-0.10411878185546172,0.0268,89,0.04139837398373984,0.056577777777777775
tariff_trade,QQQ,signed_vol_tick,pre,530421.1460674157,0.376,89,0.43828220858895706,0.4778109010011124
tariff_trade,QQQ,signed_vol_tick,post,590780.2584269663,0.196,89,0.2518106686701728,0.29361366622864654
tariff_trade,QQQ,OFI_bvc,pre,-3.6799734308069683e-05,0.9964,89,0.9969830310122878,0.9972748024582967
tariff_trade,QQQ,OFI_bvc,post,-0.02312810868712858,0.0228,89,0.0357032967032967,0.04941444866920152
tariff_trade,QQQ,vpin_z,pre,-0.329656422796792,0.0084,89,0.01452376137512639,0.02237383177570093
tariff_trade,QQQ,vpin_z,post,-0.19837841366131145,0.1312,89,0.17763420427553447,0.21582683982683984
tariff_trade,XLE,logret,pre,2.579016941587885e-06,0.9212,92,0.935273590504451,0.9422636771300449
tariff_trade,XLE,logret,post,8.605087523649025e-05,0.466,92,0.5256332453825857,0.5615644820295983
tariff_trade,XLE,vol_z,pre,-0.259946950274334,3.136763516227201e-06,92,8.394155888495325e-06,2.5006366493000066e-05
tariff_trade,XLE,vol_z,post,0.03758073998133137,0.7592,92,0.7998964879852125,0.8219259259259258
tariff_trade,XLE,dvol_z,pre,-0.26007237816968637,3.1134065489109684e-06,92,8.344710342692407e-06,2.4994953984214817e-05
tariff_trade,XLE,dvol_z,post,0.03545574294731936,0.7712,92,0.811040590405904,0.8325454545454546
tariff_trade,XLE,signed_vol_tick,pre,38476.15217391304,0.704,92,0.7486567164179104,0.773179190751445
tariff_trade,XLE,signed_vol_tick,post,-951461.9565217391,0.0812,92,0.11590317195325543,0.14740127388535032
tariff_trade,XLE,OFI_bvc,pre,0.009583437433844572,0.1928,92,0.2486334841628959,0.2907301587301587
tariff_trade,XLE,OFI_bvc,post,-4.306908649730152e-05,0.9876,92,0.9897363796133568,0.9906068601583113
tariff_trade,XLE,vpin_z,pre,-0.11950037589442034,0.286,92,0.349578270192995,0.3932931242460796
tariff_trade,XLE,vpin_z,post,-0.023134708277987942,0.8792,92,0.9006682634730538,0.9111731640979148
tariff_trade,USO,logret,pre,-0.00013906066861261773,0.0344,91,0.05214893617021277,0.07015384615384615
tariff_trade,USO,logret,post,-8.995367407177795e-05,0.874,91,0.8976216216216216,0.9099178082191781
tariff_trade,USO,vol_z,pre,-0.2213329127806805,5.088300444877569e-07,91,1.4598982820034634e-06,5.273329551964026e-06
tariff_trade,USO,vol_z,post,0.04188184777814518,0.7128,91,0.7551970260223048,0.7783448275862069
tariff_trade,USO,dvol_z,pre,-0.21943757730799043,8.117091438461868e-07,91,2.2754469442245564e-06,7.647507636236801e-06
tariff_trade,USO,dvol_z,post,0.030937197454742577,0.776,91,0.814585635359116,0.8353541076487252
tariff_trade,USO,signed_vol_tick,pre,-5377.813186813187,0.9296,91,0.9406011834319526,0.9461999999999999
tariff_trade,USO,signed_vol_tick,post,27907.89010989011,0.8536,91,0.8827939577039275,0.897710599078341
tariff_trade,USO,OFI_bvc,pre,-0.012255945967438052,0.1428,91,0.19152000000000002,0.23091063829787234
tariff_trade,USO,OFI_bvc,post,0.005431244979314906,0.6108,91,0.6614743508549715,0.6901010901883052
tariff_trade,USO,vpin_z,pre,-0.09820356931742344,0.4928,91,0.5518585461689587,0.5870344827586207
tariff_trade,USO,vpin_z,post,-0.2940569526776581,0.0948,91,0.13276658476658476,0.16600921658986173
tariff_trade,GLD,logret,pre,-7.894452418784189e-05,0.1228,89,0.1679904,0.20587058823529414
tariff_trade,GLD,logret,post,-0.0006925382894614218,0.0896,89,0.12662479338842975,0.15960000000000002
tariff_trade,GLD,vol_z,pre,-0.19630406790677193,0.0005927288114028153,89,0.0012513163796281656,0.0023709152456112613
tariff_trade,GLD,vol_z,post,-0.09763528164010861,0.2972,89,0.36120255863539447,0.40478853046594987
tariff_trade,GLD,dvol_z,pre,-0.19785733730327731,0.00048080879914118454,89,0.0010226157295166985,0.001964595093265055
tariff_trade,GLD,dvol_z,post,-0.1133562195189103,0.2044,89,0.2610336071695295,0.30301170351105333
